101|2224|1|4538||2|1|strne|CASH||||||Sep 10 2013  1:47PM|
101|2224|2|4539||2|1|strne|EMPL||AND||||Jun  8 2007 12:24AM|
101|2224|3|4540||1|3|strne|EMPL||OR||||Sep 10 2013  1:47PM|
101|2224|4|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2225|1|4540||3|1|strne|EMPL||||||Sep 10 2013  1:47PM|
101|2225|2|4539||1|3|strne|EMPL||AND||||Sep 10 2013  1:47PM|
101|2225|3|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2226|1|5143||1|1|streq|N||||||Sep 10 2013  1:47PM|
101|2229|1|1068||1|1|streq|Y||||||Apr 20 2010  5:56PM|
101|2229|2|1015||1|1|streq|Y||AND||||Apr 20 2010  5:56PM|
101|2229|3|1013||1|1|lt|00|1|AND||||Apr 20 2010  5:56PM|
101|2230|1|1001||1|1|streq|BRKFT||||||May  1 2015  1:26AM|
101|2230|2|2571||1|1|gt|20|1|AND||||May  1 2015  1:26AM|
101|2230|3|1014||2|1|streq|REG||AND||||May  1 2015  1:26AM|
101|2230|4|1014||1|2|streq|CHD||OR||||May  1 2015  1:26AM|
101|2230|5|1015||1|1|streq|N||AND||||May  1 2015  1:26AM|
101|2239|1|1001||1|1|in|CARRT||||||Jun 21 2015  9:24PM|
101|2239|2|1014||1|1|strne|CHD||AND||||Jun 21 2015  9:24PM|
101|2239|3|4911||1|1|streq|N||AND||||Jun 21 2015  9:24PM|
101|2239|4|1009||1|1|strne|IBCP||AND||||Jun 21 2015  9:24PM|
101|2249|1|4959||2|2|strne|CHNG||||||Sep 10 2013  1:47PM|
101|2249|2|5145||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2250|1|4959||2|2|streq|CHNG||||||Sep 10 2013  1:47PM|
101|2250|2|5145||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2259|1|1001||1|1|in|||||||Apr 20 2010  5:56PM|
101|2259|2|1065||1|1|gt|100.00|1|AND||||Apr 20 2010  5:56PM|
101|2269|1|1139||1|1|streq|Y||||||Apr 20 2010  5:56PM|
101|2270|1|1140||1|1|streq|Y||||||Aug 20 2010  5:59PM|
101|2279|1|1508||1|1|streq|Y||||||Jan  9 2008  6:59PM|
101|2280|1|1483||1|1|streq|Y||||||Jan  9 2008  7:00PM|
101|2289|1|1409||1|1|streq|Y||||||Feb 22 2008  5:52PM|
101|2299|1|1458||1|1|streq|Y||||||Apr  7 2008  6:22PM|
101|2299|2|1508||1|1|streq|Y||OR||||Apr  7 2008  6:22PM|
101|2300|1|1510||1|1|streq|Y||||||Apr  7 2008  6:23PM|
101|2301|1|1516||1|1|gt|5000|1|||||Apr  7 2008  6:23PM|
101|2302|1|1558||1|1|streq|3640||||||Apr  7 2008  6:36PM|
101|2303|1|1508||2|2|streq|Y||||||Apr 10 2008 12:38PM|
